Map23 (K),Field (Oe),Position (Deg),R2 #3 YPt0.41Pd0.59Bi (Ohm),ChNo
10.0025902,131950.25,90.0144,0.0253249,2
10.0030403,131698.859375,90.0144,0.025326,2
10.0033836,131483.25,90.0144,0.0253273,2
10.0036688,131183.921875,90.0144,0.0253287,2
10.0041199,130944.4375,90.0144,0.0253301,2
10.0046082,130561.046875,90.0144,0.0253317,2
10.0042934,130213.71875,90.0144,0.0253331,2
10.0040684,130033.875,90.0144,0.0253341,2
10.0039186,129829.953125,90.0144,0.0253346,2
10.0036793,129530.6484375,90.0144,0.0253359,2
10.0035887,129303.1171875,90.0144,0.0253364,2
10.0036335,129075.484375,90.0144,0.025337,2
10.0038891,128847.7734375,90.0144,0.0253376,2
10.0040379,128608.3203125,90.0144,0.0253383,2
10.0043383,128308.2734375,90.0144,0.0253387,2
10.004488,128092.546875,90.0144,0.0253392,2
10.0050125,127865.0625,90.0144,0.0253393,2
10.0055218,127649.375,90.0144,0.0253393,2
10.0060158,127409.859375,90.0144,0.0253394,2
10.0060015,127170.2734375,90.0144,0.0253392,2
10.0063915,126847.0703125,90.0144,0.0253391,2
10.0062122,126583.046875,90.0144,0.0253387,2
10.0056114,126307.5,90.0144,0.0253382,2
10.0055819,126068.140625,90.0144,0.0253377,2
10.0054169,125804.65625,90.0144,0.0253372,2
10.0054312,125565.03125,90.0144,0.0253366,2
10.0055513,125349.4375,90.0144,0.025336,2
10.0057764,125085.2578125,90.0144,0.0253354,2
10.0058069,124857.5078125,90.0144,0.0253348,2
10.0060759,124642.078125,90.0144,0.0253341,2
10.0061378,124354.5390625,90.0144,0.0253333,2
10.006361,123983.390625,90.0144,0.025332,2
10.0069017,123648.0703125,90.0144,0.025331,2
10.0066462,123432.0625,90.0144,0.0253302,2
10.0072746,123168.5234375,90.0144,0.0253292,2
10.0074091,122905.0546875,90.0144,0.0253282,2
10.0078287,122581.546875,90.0144,0.0253274,2
10.0080376,122377.8046875,90.0144,0.0253265,2
10.008172,122114.6875,90.0144,0.0253255,2
10.0085764,121898.7890625,90.0144,0.0253251,2
10.0086966,121610.6328125,90.0144,0.0253242,2
10.0083809,121383.0625,90.0144,0.0253238,2
10.0084562,121155.640625,90.0144,0.0253231,2
10.0081577,120927.8046875,90.0144,0.0253228,2
10.0079479,120700.53125,90.0144,0.0253224,2
10.0081577,120388.9609375,90.0144,0.0253218,2
10.0080976,120161.28125,90.0144,0.0253214,2
10.0082464,119933.4375,90.0144,0.0253211,2
10.0082321,119609.9453125,90.0144,0.0253207,2
10.0085154,119370.6171875,90.0144,0.0253204,2
10.0087852,119142.7578125,90.0144,0.0253203,2
10.0089207,118843.40625,90.0144,0.0253203,2
10.0085154,118639.9296875,90.0144,0.0253204,2
10.0087261,118376.0625,90.0144,0.0253205,2
10.0086365,118172.5546875,90.0144,0.0253206,2
10.0088606,117873.09375,90.0144,0.0253209,2
10.0088453,117525.8984375,90.0144,0.0253215,2
10.0091896,117202.2265625,90.0144,0.025322,2
10.0093393,116950.8984375,90.0144,0.0253225,2
10.0093689,116710.9296875,90.0144,0.0253229,2
10.0093994,116483.3125,90.0144,0.0253234,2
10.0096531,116255.859375,90.0144,0.0253237,2
10.0095377,116016.171875,90.0144,0.0253242,2
10.0098667,115896.4375,90.0144,0.0253248,2
10.0101357,115656.828125,90.0144,0.0253253,2
10.0108404,115429.5078125,90.0144,0.0253257,2
10.0110636,115105.296875,90.0144,0.0253262,2
10.0112438,114769.9765625,90.0144,0.0253269,2
10.0109453,114542.390625,90.0144,0.0253275,2
10.0108099,114326.921875,90.0144,0.025328,2
10.0105104,114111.0625,90.0144,0.0253283,2
10.010211,113847.9375,90.0144,0.0253288,2
10.0100613,113631.5546875,90.0144,0.025329,2
10.0099115,113332.5234375,90.0144,0.0253293,2
10.0102701,113140.609375,90.0144,0.0253295,2
10.0102854,112900.9375,90.0144,0.0253298,2
10.0106592,112661.328125,90.0144,0.0253301,2
10.0106297,112422.046875,90.0144,0.0253303,2
10.0107651,112194.4453125,90.0144,0.0253303,2
10.0110941,111906.3671875,90.0144,0.0253302,2
10.0112438,111678.546875,90.0144,0.0253301,2
10.0113935,111343.1875,90.0144,0.0253298,2
10.0117226,111091.890625,90.0144,0.0253295,2
10.0117083,110900,90.0144,0.0253293,2
10.0119467,110600.71875,90.0144,0.0253288,2
10.0116482,110360.84375,90.0144,0.0253282,2
10.0116625,110133.0703125,90.0144,0.0253278,2
10.011528,109881.71875,90.0144,0.0253271,2
10.0115433,109666.046875,90.0144,0.0253265,2
10.0117083,109426.40625,90.0144,0.025326,2
10.0116777,109199.0859375,90.0144,0.0253252,2
10.0114546,108875.6328125,90.0144,0.0253242,2
10.0117245,108527.484375,90.0144,0.0253231,2
10.0119781,108288.28125,90.0144,0.0253222,2
10.0119638,107952.53125,90.0144,0.025321,2
10.0121584,107737.0546875,90.0144,0.0253204,2
10.0124416,107425.6171875,90.0144,0.0253194,2
10.0125923,107150.484375,90.0144,0.0253185,2
10.0127563,106922.484375,90.0144,0.0253179,2
10.0127707,106622.9375,90.0144,0.0253167,2
10.0129223,106407.5,90.0144,0.0253157,2
10.0132809,106155.71875,90.0144,0.0253151,2
10.01367,105940.375,90.0144,0.0253146,2
10.0138502,105724.6015625,90.0144,0.0253138,2
10.0144186,105425.3046875,90.0144,0.0253126,2
10.0142689,105209.578125,90.0144,0.0253119,2
10.0142689,104982.078125,90.0144,0.0253111,2
10.0140295,104730.5390625,90.0144,0.0253104,2
10.0139694,104515.1171875,90.0144,0.02531,2
10.0139551,104287.3828125,90.0144,0.0253094,2
10.0136557,104048.1484375,90.0144,0.0253086,2
10.0135212,103724.59375,90.0144,0.0253079,2
10.0135956,103532.6953125,90.0144,0.0253074,2
10.0134907,103269.140625,90.0144,0.0253067,2
10.0134449,103077.5078125,90.0144,0.0253065,2
10.01373,102837.9296875,90.0144,0.0253061,2
10.0136251,102610.46875,90.0144,0.0253059,2
10.0137749,102442.7421875,90.0144,0.0253055,2
10.0138798,102179.28125,90.0144,0.0253047,2
10.0136099,101843.09375,90.0144,0.0253041,2
10.0144806,101591.5234375,90.0144,0.0253035,2
10.0143156,101388.0703125,90.0144,0.025303,2
10.0140772,101124.53125,90.0144,0.0253024,2
10.014226,100908.828125,90.0144,0.025302,2
10.0142555,100681.421875,90.0144,0.0253014,2
10.0141668,100441.7578125,90.0144,0.0253007,2
10.0142412,100225.8515625,90.0144,0.0253002,2
10.0142555,99914.59375,90.0144,0.0252992,2
10.0143318,99699.1328125,90.0144,0.0252986,2
10.0147057,99363.7265625,90.0144,0.0252977,2
10.0144062,99136.28125,90.0144,0.0252971,2
10.0145712,98896.71875,90.0144,0.0252965,2
10.0146751,98656.34375,90.0144,0.0252959,2
10.0148859,98356.9453125,90.0144,0.0252947,2
10.0147667,98129.265625,90.0144,0.0252937,2
10.014781,97901.8359375,90.0144,0.0252927,2
10.0149612,97554.3828125,90.0144,0.0252912,2
10.0150356,97279.09375,90.0144,0.0252902,2
10.0149908,97051.2734375,90.0144,0.0252893,2
10.0150204,96715.6796875,90.0144,0.0252883,2
10.0151854,96488.2265625,90.0144,0.0252872,2
10.015111,96236.765625,90.0144,0.0252859,2
10.0152893,96033.0625,90.0144,0.0252851,2
10.0153198,95733.90625,90.0144,0.0252834,2
10.0155296,95505.7265625,90.0144,0.0252822,2
10.0152607,95158.046875,90.0144,0.0252809,2
10.0155888,94894.5390625,90.0144,0.0252796,2
10.0155888,94655.0390625,90.0144,0.0252783,2
10.0152273,94415.84375,90.0144,0.0252769,2
10.0154972,94199.84375,90.0144,0.0252757,2
10.0154524,93948.4765625,90.0144,0.0252745,2
10.0157824,93732.484375,90.0144,0.0252735,2
10.0157661,93505.0390625,90.0144,0.0252725,2
10.0158262,93193.515625,90.0144,0.0252706,2
10.0159311,92858.3671875,90.0144,0.0252691,2
10.0162163,92630.75,90.0144,0.0252675,2
10.015872,92403.03125,90.0144,0.0252663,2
10.0158567,92199.296875,90.0144,0.0252653,2
10.0156775,91863.671875,90.0144,0.0252633,2
10.0157518,91528.59375,90.0144,0.0252615,2
10.0157223,91324.875,90.0144,0.0252604,2
10.0157824,91097.4453125,90.0144,0.0252591,2
10.0155869,90857.96875,90.0144,0.0252579,2
10.0157967,90642.2265625,90.0144,0.0252567,2
10.016037,90318.6640625,90.0144,0.0252549,2
10.0158863,89983.2109375,90.0144,0.0252529,2
10.0158119,89767.484375,90.0144,0.0252513,2
10.0159464,89432.453125,90.0144,0.02525,2
10.0161419,89180.8984375,90.0144,0.0252483,2
10.0158424,88953.1015625,90.0144,0.025247,2
10.016201,88653.234375,90.0144,0.0252456,2
10.0162907,88449.515625,90.0144,0.0252446,2
10.0166359,88210.125,90.0144,0.0252431,2
10.0168753,87922.3984375,90.0144,0.025241,2
10.0168447,87623.1484375,90.0144,0.0252392,2
10.0168152,87383.734375,90.0144,0.025238,2
10.0169125,87143.9765625,90.0144,0.0252365,2
10.0164032,86832.3359375,90.0144,0.0252346,2
10.0159225,86485.1875,90.0144,0.0252324,2
10.0157433,86269.3671875,90.0144,0.0252304,2
10.0157881,85921.9765625,90.0144,0.0252279,2
10.0158339,85694.609375,90.0144,0.0252264,2
10.0157433,85466.3671875,90.0144,0.0252247,2
10.0158482,85238.6015625,90.0144,0.0252239,2
10.0158176,85118.7890625,90.0144,0.025223,2
10.0156832,84927.328125,90.0144,0.0252215,2
10.0158482,84735.5859375,90.0144,0.0252199,2
10.0156088,84484.2109375,90.0144,0.0252179,2
10.015728,84256.71875,90.0144,0.0252163,2
10.0156832,83957.203125,90.0144,0.0252143,2
10.0155487,83777.3984375,90.0144,0.0252128,2
10.0156088,83501.8515625,90.0144,0.025211,2
10.015398,83298.4296875,90.0144,0.0252093,2
10.0155935,83046.8125,90.0144,0.0252073,2
10.0152788,82819.15625,90.0144,0.0252054,2
10.0153389,82603.4609375,90.0144,0.0252041,2
10.0156984,82327.703125,90.0144,0.0252022,2
10.0152349,82076.0625,90.0144,0.0252003,2
10.0154285,81836.5390625,90.0144,0.0251981,2
10.0151148,81620.921875,90.0144,0.0251968,2
10.0149345,81369.265625,90.0144,0.0251945,2
10.0151749,81153.828125,90.0144,0.0251925,2
10.0150242,80938.09375,90.0144,0.0251913,2
10.0149345,80638.5,90.0144,0.0251889,2
10.0151148,80422.7734375,90.0144,0.025187,2
10.0148592,80159.46875,90.0144,0.0251845,2
10.0151377,79979.65625,90.0144,0.0251829,2
10.0152721,79680.5,90.0144,0.025181,2
10.0151672,79440.7578125,90.0144,0.0251785,2
10.0149279,79105.40625,90.0144,0.0251762,2
10.0149126,78890.015625,90.0144,0.0251742,2
10.0147038,78638.40625,90.0144,0.0251718,2
10.014883,78411.1171875,90.0144,0.0251696,2
10.0148983,78135.5,90.0144,0.0251676,2
10.0147486,77907.8828125,90.0144,0.0251654,2
10.0148525,77644.75,90.0144,0.0251631,2
10.0147486,77440.8359375,90.0144,0.0251615,2
10.0147924,77201.234375,90.0144,0.0251588,2
10.0147038,76961.3671875,90.0144,0.0251568,2
10.0147486,76698.15625,90.0144,0.0251546,2
10.014493,76422.7578125,90.0144,0.0251522,2
10.014493,76171.1875,90.0144,0.02515,2
10.014389,75979.4453125,90.0144,0.0251478,2
10.0142536,75763.890625,90.0144,0.0251455,2
10.014389,75559.4296875,90.0144,0.0251438,2
10.0143585,75248.09375,90.0144,0.0251402,2
10.0143442,74900.8671875,90.0144,0.0251371,2
10.0143585,74673.421875,90.0144,0.0251355,2
10.0140753,74457.90625,90.0144,0.0251331,2
10.0142984,74218.4765625,90.0144,0.0251304,2
10.0140591,73930.46875,90.0144,0.0251271,2
10.0142097,73702.9453125,90.0144,0.0251251,2
10.0142536,73463.46875,90.0144,0.025122,2
10.0141354,73128.125,90.0144,0.0251194,2
10.0140448,72888.640625,90.0144,0.0251168,2
10.0139008,72601.265625,90.0144,0.0251139,2
10.0139618,72384.9921875,90.0144,0.0251114,2
10.0140066,72157.40625,90.0144,0.0251099,2
10.0139618,71929.9765625,90.0144,0.0251074,2
10.0136166,71642.4375,90.0144,0.0251035,2
10.0133619,71319.140625,90.0144,0.0251007,2
10.0132418,71055.5703125,90.0144,0.0250977,2
10.0131073,70852.0390625,90.0144,0.0250949,2
10.0133476,70612,90.0144,0.0250932,2
10.0136013,70324.7734375,90.0144,0.0250891,2
10.0136909,69977.4765625,90.0144,0.0250851,2
10.0136013,69618.15625,90.0144,0.0250814,2
10.0136471,69414.6953125,90.0144,0.0250795,2
10.0135422,69186.8671875,90.0144,0.0250772,2
10.0136614,69042.5078125,90.0144,0.0250748,2
10.0136166,68815.125,90.0144,0.025072,2
10.0135422,68539.796875,90.0144,0.0250687,2
10.0134964,68312.0234375,90.0144,0.025066,2
10.0134668,68072.53125,90.0144,0.0250628,2
10.0134668,67725.2578125,90.0144,0.0250591,2
10.0132275,67521.546875,90.0144,0.0250572,2
10.0134668,67209.9453125,90.0144,0.0250529,2
10.0134964,66982.328125,90.0144,0.02505,2
10.0133619,66766.8359375,90.0144,0.025047,2
10.0133171,66527.21875,90.0144,0.0250442,2
10.0133171,66287.9765625,90.0144,0.0250418,2
10.0134821,66060.359375,90.0144,0.0250394,2
10.0133018,65832.546875,90.0144,0.0250365,2
10.0135365,65509.08984375,90.0144,0.0250321,2
10.0134315,65149.69140625,90.0144,0.0250275,2
10.0132666,64874.2421875,90.0144,0.0250239,2
10.0136852,64598.78515625,90.0144,0.0250211,2
10.0138206,64371.47265625,90.0144,0.025018,2
10.0140448,64095.5625,90.0144,0.0250143,2
10.0140753,63916.01953125,90.0144,0.0250124,2
10.0139561,63783.99609375,90.0144,0.0250095,2
10.0140753,63568.68359375,90.0144,0.0250072,2
10.0138206,63257,90.0144,0.0250027,2
10.0137157,62897.9296875,90.0144,0.0249985,2
10.0138359,62694.53125,90.0144,0.0249961,2
10.013731,62466.23828125,90.0144,0.0249919,2
10.0137005,62166.7265625,90.0144,0.0249881,2
10.0135059,61807.546875,90.0144,0.0249838,2
10.0135365,61591.81640625,90.0144,0.02498,2
10.0134916,61376.5078125,90.0144,0.0249778,2
10.0132818,61160.796875,90.0144,0.0249746,2
10.0134916,60825.00390625,90.0144,0.0249703,2
10.013402,60681.32421875,90.0144,0.0249685,2
10.0140448,60393.984375,90.0144,0.0249635,2
10.0143738,60034.62890625,90.0144,0.0249587,2
10.0144339,59831.06640625,90.0144,0.0249561,2
10.0150642,59591.46875,90.0144,0.0249519,2
10.0150785,59364.10546875,90.0144,0.02495,2
10.0149899,59243.6640625,90.0144,0.024947,2
10.0150642,58943.9453125,90.0144,0.0249434,2
10.0148993,58716.453125,90.0144,0.0249399,2
10.0143299,58477.0390625,90.0144,0.0249354,2
10.0135422,58285.37109375,90.0144,0.0249329,2
10.0133314,58009.5859375,90.0144,0.0249291,2
10.0132275,57758.5703125,90.0144,0.0249249,2
10.0132875,57530.5625,90.0144,0.0249212,2
10.0133915,57315.1328125,90.0144,0.0249184,2
10.0136471,57051.421875,90.0144,0.024914,2
10.0136766,56776.05859375,90.0144,0.0249098,2
10.013917,56548.4140625,90.0144,0.0249062,2
10.0138559,56320.875,90.0144,0.0249022,2
10.0140514,55973.38671875,90.0144,0.0248973,2
10.0141563,55745.69921875,90.0144,0.0248944,2
10.0140219,55469.984375,90.0144,0.024889,2
10.0140514,55182.41796875,90.0144,0.0248859,2
10.0137663,54991.01953125,90.0144,0.0248823,2
10.0136614,54787.4140625,90.0144,0.0248793,2
10.0137062,54536.015625,90.0144,0.0248746,2
10.0136909,54308.21875,90.0144,0.0248707,2
10.0138254,54080.63671875,90.0144,0.0248671,2
10.0136909,53864.87109375,90.0144,0.0248644,2
10.0137215,53553.37109375,90.0144,0.0248586,2
10.013587,53337.94140625,90.0144,0.0248554,2
10.0137215,53050.703125,90.0144,0.0248509,2
10.0137959,52871.0390625,90.0144,0.0248479,2
10.013587,52643.5078125,90.0144,0.0248432,2
10.0134516,52415.78515625,90.0144,0.0248391,2
10.0134668,52116.55078125,90.0144,0.0248345,2
10.0135422,51877.16796875,90.0144,0.0248306,2
10.0134363,51661.484375,90.0144,0.0248259,2
10.0133915,51314.03515625,90.0144,0.0248212,2
10.0139141,51062.64453125,90.0144,0.024816,2
10.0137491,50822.6875,90.0144,0.0248114,2
10.0137644,50475.58203125,90.0144,0.0248066,2
10.0136299,50259.953125,90.0144,0.0248029,2
10.0136299,50008.44921875,90.0144,0.0247975,2
10.0133009,49733.02734375,90.0144,0.0247926,2
10.0131664,49481.6875,90.0144,0.0247884,2
10.0129566,49265.37890625,90.0144,0.0247854,2
10.013032,49037.796875,90.0144,0.0247812,2
10.013092,48786.24609375,90.0144,0.0247761,2
10.0133009,48594.73828125,90.0144,0.0247729,2
10.0134497,48271.3125,90.0144,0.0247666,2
10.0133457,48043.79296875,90.0144,0.024762,2
10.0134058,47732.33203125,90.0144,0.0247571,2
10.0132856,47492.6953125,90.0144,0.0247527,2
10.0133905,47241.17578125,90.0144,0.0247472,2
10.0133457,47013.66015625,90.0144,0.0247424,2
10.0132265,46797.95703125,90.0144,0.0247395,2
10.013196,46498.73046875,90.0144,0.0247337,2
10.0131512,46247.1015625,90.0144,0.0247284,2
10.0131664,46054.953125,90.0144,0.024725,2
10.0130157,45803.4375,90.0144,0.0247195,2
10.0128517,45575.9453125,90.0144,0.024715,2
10.0126123,45288.4296875,90.0144,0.0247099,2
10.0124636,45072.76171875,90.0144,0.0247059,2
10.0125818,44821.3984375,90.0144,0.0247006,2
10.0127773,44617.95703125,90.0144,0.0246973,2
10.0130014,44366.02734375,90.0144,0.0246927,2
10.0132856,44126.53515625,90.0144,0.0246881,2
10.0128469,43898.98828125,90.0144,0.0246831,2
10.0126667,43671.41015625,90.0144,0.0246784,2
10.0127268,43395.86328125,90.0144,0.0246721,2
10.0127125,43192.3515625,90.0144,0.0246685,2
10.0124722,42880.95703125,90.0144,0.0246619,2
10.0122623,42544.90625,90.0144,0.0246546,2
10.0121727,42317.359375,90.0144,0.0246499,2
10.0121136,42077.9609375,90.0144,0.0246453,2
10.011919,41850.328125,90.0144,0.0246401,2
10.0121422,41527.01171875,90.0144,0.0246351,2
10.0124722,41335.4296875,90.0144,0.0246297,2
10.0125923,41023.8203125,90.0144,0.024624,2
10.0127125,40748.07421875,90.0144,0.0246178,2
10.0125771,40520.8828125,90.0144,0.024613,2
10.012517,40316.94921875,90.0144,0.0246092,2
10.0124722,40077.4921875,90.0144,0.0246045,2
10.0121584,39802.0859375,90.0144,0.0245984,2
10.0119333,39550.609375,90.0144,0.0245922,2
10.0116501,39322.7109375,90.0144,0.0245886,2
10.0115299,39107.38671875,90.0144,0.0245835,2
10.0115147,38855.76171875,90.0144,0.024577,2
10.0116196,38640.078125,90.0144,0.0245729,2
10.0114098,38424.67578125,90.0144,0.0245684,2
10.01159,38244.97265625,90.0144,0.0245641,2
10.0118732,38005.58203125,90.0144,0.024559,2
10.0121584,37777.6171875,90.0144,0.0245542,2
10.0122185,37478.1796875,90.0144,0.0245465,2
10.0123224,37190.58984375,90.0144,0.0245408,2
10.0122185,36939.3125,90.0144,0.0245343,2
10.0120077,36711.67578125,90.0144,0.0245281,2
10.0120077,36472.44140625,90.0144,0.0245232,2
10.0119038,36232.41796875,90.0144,0.0245183,2
10.0118437,36016.6015625,90.0144,0.0245142,2
10.0115738,35705.04296875,90.0144,0.0245063,2
10.0114994,35477.55078125,90.0144,0.0245008,2
10.0115137,35262.0390625,90.0144,0.0244967,2
10.0113792,35010.56640625,90.0144,0.0244903,2
10.0114698,34806.87109375,90.0144,0.0244867,2
10.0113192,34567.1171875,90.0144,0.0244814,2
10.0111847,34375.47265625,90.0144,0.0244753,2
10.0106153,34040.140625,90.0144,0.0244677,2
10.0103607,33812.73828125,90.0144,0.024462,2
10.0101824,33609.14453125,90.0144,0.0244584,2
10.010107,33369.43359375,90.0144,0.0244529,2
10.0102425,33070.24609375,90.0144,0.024444,2
10.0099573,32698.07421875,90.0144,0.0244362,2
10.0098228,32518.365234375,90.0144,0.0244315,2
10.0091801,32266.900390625,90.0144,0.0244263,2
10.0082521,32039.31640625,90.0144,0.0244204,2
10.006547,31799.875,90.0144,0.0244131,2
10.0059013,31584.2265625,90.0144,0.0244093,2
10.0053625,31392.544921875,90.0144,0.0244036,2
10.0053473,31176.826171875,90.0144,0.0243985,2
10.0060816,30937.294921875,90.0144,0.0243919,2
10.0075645,30685.685546875,90.0144,0.024386,2
10.0085964,30493.96484375,90.0144,0.0243822,2
10.0104961,30254.517578125,90.0144,0.024376,2
10.0119181,30003.1328125,90.0144,0.0243682,2
10.0130272,29703.81640625,90.0144,0.0243613,2
10.012866,29319.796875,90.0144,0.0243531,2
10.0127907,29140.125,90.0144,0.0243482,2
10.0123119,28876.81640625,90.0144,0.0243407,2
10.0118771,28649.15234375,90.0144,0.0243347,2
10.0117731,28433.689453125,90.0144,0.0243301,2
10.0112486,28158.001953125,90.0144,0.024323,2
10.0110989,27978.32421875,90.0144,0.024319,2
10.0106506,27726.6875,90.0144,0.024311,2
10.0102015,27498.9375,90.0144,0.0243051,2
10.0100965,27211.904296875,90.0144,0.024298,2
10.0103359,26972.4296875,90.0144,0.0242917,2
10.0104418,26756.6953125,90.0144,0.0242871,2
10.0110102,26529.19921875,90.0144,0.0242797,2
10.0108747,26301.841796875,90.0144,0.0242756,2
10.0112934,25978.52734375,90.0144,0.0242662,2
10.01089,25667.15234375,90.0144,0.0242586,2
10.0108747,25427.51953125,90.0144,0.0242512,2
10.0108299,25211.908203125,90.0144,0.0242465,2
10.0111141,24960.673828125,90.0144,0.0242388,2
10.011054,24685.037109375,90.0144,0.024231,2
10.01089,24337.494140625,90.0144,0.0242219,2
10.0109501,24097.935546875,90.0144,0.0242155,2
10.0107555,23894.373046875,90.0144,0.024211,2
10.0104256,23666.46875,90.0144,0.0242052,2
10.0101128,23414.951171875,90.0144,0.0241972,2
10.0101871,23114.908203125,90.0144,0.0241897,2
10.010067,22886.623046875,90.0144,0.0241845,2
10.0103359,22646.650390625,90.0144,0.0241766,2
10.0109501,22430.716796875,90.0144,0.0241714,2
10.011548,22190.828125,90.0144,0.0241647,2
10.0123262,21950.81640625,90.0144,0.0241584,2
10.0124025,21711.421875,90.0144,0.0241519,2
10.0123863,21483.3046875,90.0144,0.0241451,2
10.0119076,21231.013671875,90.0144,0.0241379,2
10.0115623,21027.376953125,90.0144,0.0241336,2
10.0101423,20703.609375,90.0144,0.0241243,2
10.009572,20487.701171875,90.0144,0.0241175,2
10.0087795,20247.759765625,90.0144,0.0241109,2
10.0082874,20044.01953125,90.0144,0.0241059,2
10.0078077,19804.099609375,90.0144,0.0240982,2
10.0075531,19575.8125,90.0144,0.024094,2
10.0074186,19335.779296875,90.0144,0.024085,2
10.007658,19120.01953125,90.0144,0.0240789,2
10.007988,18868.01171875,90.0144,0.0240726,2
10.0084658,18616.109375,90.0144,0.0240667,2
10.0086908,18364.384765625,90.0144,0.0240601,2
10.0089149,18088.224609375,90.0144,0.0240521,2
10.0088854,17884.435546875,90.0144,0.0240455,2
10.0089598,17668.732421875,90.0144,0.0240392,2
10.0087347,17392.779296875,90.0144,0.0240333,2
10.0083914,17152.892578125,90.0144,0.0240267,2
10.0080929,16912.962890625,90.0144,0.0240202,2
10.0077324,16696.98828125,90.0144,0.0240137,2
10.0071497,16457.119140625,90.0144,0.0240061,2
10.0069704,16240.6328125,90.0144,0.024001,2
10.0066557,15952.806640625,90.0144,0.0239923,2
10.0067606,15688.927734375,90.0144,0.023985,2
10.0066557,15461.263671875,90.0144,0.0239791,2
10.0065804,15209.1982421875,90.0144,0.0239718,2
10.0065355,14993.3662109375,90.0144,0.0239665,2
10.0068731,14741.1943359375,90.0144,0.0239603,2
10.0066481,14465.38671875,90.0144,0.0239518,2
10.0065289,14213.5166015625,90.0144,0.0239438,2
10.0064535,13913.5283203125,90.0144,0.0239377,2
10.0065737,13697.7763671875,90.0144,0.0239319,2
10.0066938,13469.91015625,90.0144,0.0239258,2
10.0064688,13242.0478515625,90.0144,0.0239194,2
10.0063944,12941.810546875,90.0144,0.0239097,2
10.0062599,12701.9599609375,90.0144,0.0239037,2
10.0060043,12486.2373046875,90.0144,0.023899,2
10.0057192,12258.1484375,90.0144,0.0238933,2
10.0057049,12018.353515625,90.0144,0.0238858,2
10.005331,11802.416015625,90.0144,0.0238814,2
10.0050755,11610.5888671875,90.0144,0.0238748,2
10.0048656,11262.4248046875,90.0144,0.0238656,2
10.0046701,10926.4970703125,90.0144,0.0238588,2
10.004715,10698.5810546875,90.0144,0.0238531,2
10.0050154,10374.939453125,90.0144,0.0238443,2
10.0049248,10170.5703125,90.0144,0.02384,2
10.0046406,9943.0234375,90.0144,0.0238337,2
10.0046244,9702.537109375,90.0144,0.0238269,2
10.0045052,9486.30859375,90.0144,0.0238208,2
10.0041304,9246.392578125,90.0144,0.0238154,2
10.004056,9030.6748046875,90.0144,0.023812,2
10.0035019,8718.853515625,90.0144,0.0238039,2
10.0036659,8514.9541015625,90.0144,0.0237997,2
10.0041609,8262.8505859375,90.0144,0.0237932,2
10.0044012,8022.61669921875,90.0144,0.0237878,2
10.0043707,7782.65673828125,90.0144,0.0237827,2
10.0047474,7542.853515625,90.0144,0.023777,2
10.0045519,7314.75439453125,90.0144,0.0237731,2
10.0041924,7063.03173828125,90.0144,0.023767,2
10.0038624,6846.84033203125,90.0144,0.0237636,2
10.0029335,6546.146484375,90.0144,0.0237568,2
10.0029631,6270.11962890625,90.0144,0.0237516,2
10.0028143,5970.0380859375,90.0144,0.0237446,2
10.0026493,5622.0947265625,90.0144,0.023738,2
10.002739,5394.00048828125,90.0144,0.023734,2
10.0027237,5153.9580078125,90.0144,0.0237297,2
10.0028286,4949.6728515625,90.0144,0.0237265,2
10.0027838,4733.16455078125,90.0144,0.0237225,2
10.002903,4591.01708984375,90.0144,0.0237194,2
10.0030832,4287.16357421875,90.0144,0.0237144,2
10.0033684,4084.03295898438,90.0144,0.0237118,2
10.0035934,3831.94946289063,90.0144,0.0237072,2
10.0035629,3623.56860351563,90.0144,0.0237035,2
10.0036087,3372.28637695313,90.0144,0.0237,2
10.0036983,3085.02954101563,90.0144,0.0236969,2
10.0035791,2882.73071289063,90.0144,0.0236937,2
10.0036383,2562.59790039063,90.0144,0.0236895,2
10.0040579,2257.52880859375,90.0144,0.0236857,2
10.0041027,2054.61010742188,90.0144,0.023684,2
10.0039082,1744.009765625,90.0144,0.02368,2
10.0039082,1559.23754882813,90.0144,0.023678,2
10.0041475,1298.67102050781,90.0144,0.0236749,2
10.0041924,961.663452148438,90.0144,0.0236724,2
10.004118,711.961059570313,90.0144,0.02367,2
10.0040016,473.533966064453,90.0144,0.0236677,2
10.0041962,126.811805725098,90.0144,0.0236659,2
10.0040617,-104.743232727051,90.0144,0.0236639,2
10.0039415,-342.567016601563,90.0144,0.0236628,2
10.0033426,-580.140991210938,90.0144,0.0236618,2
10.0032673,-814.885009765625,90.0144,0.023661,2
10.0031176,-994.921142578125,90.0144,0.0236601,2
10.0028934,-1350.53503417969,90.0144,0.0236594,2
10.0030127,-1553.66662597656,90.0144,0.0236591,2
10.0034771,-1770.28674316406,90.0144,0.023659,2
10.0034628,-2033.39526367188,90.0144,0.0236592,2
10.0033274,-2247.91967773438,90.0144,0.0236593,2
10.0031471,-2558.25366210938,90.0144,0.0236601,2
10.0030432,-2785.70703125,90.0144,0.0236606,2
10.0031929,-2976.94482421875,90.0144,0.0236613,2
10.0031328,-3252.30859375,90.0144,0.0236624,2
10.0030279,-3456.31762695313,90.0144,0.0236631,2
10.0026236,-3745.33569335938,90.0144,0.0236648,2
10.0022478,-4119.95556640625,90.0144,0.0236667,2
10.0017843,-4308.93603515625,90.0144,0.0236678,2
