Map23 (K),Field (Oe),Position (Deg),R2 #3 YPt0.41Pd0.59Bi (Ohm),ChNo,rounded temp,diff
25.0025978,140000.328125,0.0,0.0322828,2,25.0,15.02
25.0019855,140000.328125,0.0,0.0322828,2,25.0,0.0
25.0017815,140000.328125,0.0,0.0322826,2,25.0,0.0
25.0021076,140000.328125,0.0,0.0322825,2,25.0,0.0
25.0019855,140000.328125,0.0,0.0322825,2,25.0,0.0
25.0015488,140000.328125,0.0,0.0322823,2,25.0,0.0
25.0019951,140000.328125,0.0,0.0322825,2,25.0,0.0
25.0024014,140000.328125,0.0,0.0322825,2,25.0,0.0
25.0021191,140000.328125,0.0,0.0322825,2,25.0,0.0
25.0016708,140000.328125,0.0,0.0322826,2,25.0,0.0
25.0018349,140000.328125,0.0,0.0322825,2,25.0,0.0
25.001873,140000.328125,0.0,0.0322825,2,25.0,0.0
25.0021591,140000.328125,0.0,0.0322826,2,25.0,0.0
25.0016308,140000.328125,0.0,0.0322827,2,25.0,0.0
25.0024014,140000.328125,0.0,0.0322826,2,25.0,0.0
25.0021591,140000.859375,0.0,0.0322828,2,25.0,0.0
25.001791,140000.9375,0.0,0.0322828,2,25.0,0.0
25.0024834,140000.9375,0.0,0.0322827,2,25.0,0.0
25.001791,140000.765625,0.0,0.0322827,2,25.0,0.0
25.0017529,140000.75,0.0,0.0322826,2,25.0,0.0
25.001915,140000.765625,0.0,0.0322827,2,25.0,0.0
25.0012627,140000.78125,0.0,0.0322827,2,25.0,0.0
25.0017128,140000.828125,0.0,0.0322829,2,25.0,0.0
25.0012627,140000.71875,0.0,0.0322832,2,25.0,0.0
25.0017128,140000.75,0.0,0.0322834,2,25.0,0.0
25.0015068,139894.265625,0.0,0.0322834,2,25.0,0.0
25.0013447,139664.09375,0.0,0.0322822,2,25.0,0.0
25.0009384,139457.28125,0.0,0.0322805,2,25.0,0.0
25.0015068,139206.296875,0.0,0.032277,2,25.0,0.0
25.0014668,138979.84375,0.0,0.0322724,2,25.0,0.0
25.0011005,138753.296875,0.0,0.0322667,2,25.0,0.0
25.0007343,138502.453125,0.0,0.0322569,2,25.0,0.0
25.0007343,138262.96875,0.0,0.0322488,2,25.0,0.0
25.0013027,137975.34375,0.0,0.0322369,2,25.0,0.0
25.0019112,137795.703125,0.0,0.0322276,2,25.0,0.0
25.0023994,137508.546875,0.0,0.0322131,2,25.0,0.0
25.0026035,137304.90625,0.0,0.0322027,2,25.0,0.0
25.0023174,137053.234375,0.0,0.0321889,2,25.0,0.0
25.0028877,136741.875,0.0,0.0321743,2,25.0,0.0
25.0024815,136406.359375,0.0,0.0321545,2,25.0,0.0
25.0028057,136070.828125,0.0,0.032137,2,25.0,0.0
25.0023994,135843.25,0.0,0.0321245,2,25.0,0.0
25.0027676,135627.640625,0.0,0.0321119,2,25.0,0.0
25.0026855,135400.15625,0.0,0.0321038,2,25.0,0.0
25.0037422,135160.640625,0.0,0.0320891,2,25.0,0.0
25.0030918,134920.328125,0.0,0.0320768,2,25.0,0.0
25.0030098,134644.78125,0.0,0.0320655,2,25.0,0.0
25.0025215,134416.953125,0.0,0.0320532,2,25.0,0.0
25.0029278,134177.46875,0.0,0.032039,2,25.0,0.0
25.0030098,133950.4375,0.0,0.0320269,2,25.0,0.0
25.0029278,133734.484375,0.0,0.0320188,2,25.0,0.0
25.0030518,133518.9375,0.0,0.0320059,2,25.0,0.0
25.0030518,133195.171875,0.0,0.0319912,2,25.0,0.0
25.0030518,132931.734375,0.0,0.031977,2,25.0,0.0
25.0024414,132668.15625,0.0,0.0319621,2,25.0,0.0
25.0028057,132392.484375,0.0,0.0319498,2,25.0,0.0
25.0034161,132153.015625,0.0,0.0319369,2,25.0,0.0
25.0026035,131901.53125,0.0,0.0319222,2,25.0,0.0
25.0027256,131686.078125,0.0,0.031913,2,25.0,0.0
25.0029697,131410.453125,0.0,0.0318976,2,25.0,0.0
25.0028057,131159.046875,0.0,0.0318865,2,25.0,0.0
25.0028496,130919.46875,0.0,0.0318717,2,25.0,0.0
25.0018711,130715.75,0.0,0.0318624,2,25.0,0.0
25.0011845,130452.3828125,0.0,0.0318477,2,25.0,0.0
25.0015907,130224.59375,0.0,0.0318348,2,25.0,0.0
25.0013485,129996.59375,0.0,0.0318267,2,25.0,0.0
25.0013046,129768.953125,0.0,0.0318161,2,25.0,0.0
25.0012245,129649.53125,0.0,0.0318062,2,25.0,0.0
25.0014267,129362.234375,0.0,0.0317919,2,25.0,0.0
25.0018768,129146.515625,0.0,0.0317831,2,25.0,0.0
25.0017128,128906.84375,0.0,0.0317707,2,25.0,0.0
25.0018349,128679.59375,0.0,0.0317588,2,25.0,0.0
25.001997,128439.3671875,0.0,0.0317427,2,25.0,0.0
25.002161,128223.3203125,0.0,0.0317349,2,25.0,0.0
25.0024872,127924.03125,0.0,0.0317169,2,25.0,0.0
25.0024872,127696.359375,0.0,0.0317051,2,25.0,0.0
25.0026073,127480.796875,0.0,0.0316959,2,25.0,0.0
25.0027294,127241.4609375,0.0,0.0316848,2,25.0,0.0
25.0019588,127025.78125,0.0,0.0316718,2,25.0,0.0
25.0024872,126725.9765625,0.0,0.0316563,2,25.0,0.0
25.002079,126498.015625,0.0,0.0316453,2,25.0,0.0
25.0024872,126246.7734375,0.0,0.0316336,2,25.0,0.0
25.0026073,126019.1484375,0.0,0.0316207,2,25.0,0.0
25.0028114,125767.6796875,0.0,0.0316064,2,25.0,0.0
25.0025692,125540.1171875,0.0,0.0315945,2,25.0,0.0
25.0022011,125336.6484375,0.0,0.0315846,2,25.0,0.0
25.0030155,125012.4765625,0.0,0.0315679,2,25.0,0.0
25.0024872,124737.0859375,0.0,0.0315567,2,25.0,0.0
25.0021191,124629.2734375,0.0,0.0315486,2,25.0,0.0
25.0024452,124401.5859375,0.0,0.0315382,2,25.0,0.0
25.0029755,124210.1640625,0.0,0.0315254,2,25.0,0.0
25.0018768,123970.453125,0.0,0.0315138,2,25.0,0.0
25.0022411,123766.75,0.0,0.0315051,2,25.0,0.0
25.0017948,123503.359375,0.0,0.0314903,2,25.0,0.0
25.0023384,123287.4609375,0.0,0.0314774,2,25.0,0.0
25.0028286,123047.8125,0.0,0.0314653,2,25.0,0.0
25.0025005,122832.3203125,0.0,0.0314586,2,25.0,0.0
25.0031147,122652.46875,0.0,0.0314451,2,25.0,0.0
25.0029106,122317.3359375,0.0,0.0314307,2,25.0,0.0
25.0025005,122065.546875,0.0,0.031416,2,25.0,0.0
25.0027885,121837.734375,0.0,0.0314042,2,25.0,0.0
25.0025406,121609.765625,0.0,0.0313956,2,25.0,0.0
25.0023804,121382.09375,0.0,0.0313834,2,25.0,0.0
25.0024204,121106.796875,0.0,0.0313687,2,25.0,0.0
25.0020943,120855.2265625,0.0,0.0313542,2,25.0,0.0
25.0023804,120627.8203125,0.0,0.0313427,2,25.0,0.0
25.0022984,120400.1875,0.0,0.0313319,2,25.0,0.0
25.0025005,120184.2265625,0.0,0.0313197,2,25.0,0.0
25.0019302,119932.6640625,0.0,0.0313082,2,25.0,0.0
25.0021343,119657.21875,0.0,0.0312944,2,25.0,0.0
25.0020523,119441.4375,0.0,0.0312848,2,25.0,0.0
25.0021343,119189.8984375,0.0,0.0312711,2,25.0,0.0
25.0019722,118974.21875,0.0,0.0312602,2,25.0,0.0
25.0020943,118698.9765625,0.0,0.0312471,2,25.0,0.0
25.0018101,118494.9375,0.0,0.0312387,2,25.0,0.0
25.001646,118267.6640625,0.0,0.0312242,2,25.0,0.0
25.0023384,118039.8125,0.0,0.0312153,2,25.0,0.0
